Product Name,Brand,Category,Region,Store ID,Date,Quantity,Value
Adidas Gym Ball,Adidas,Equipment,East,53,2025-11-24,12,4178.59
Nike Air Max,Nike,Footwear,West,76,2024-12-07,5,1500.07
Nike Pro Shorts,Nike,Apparel,South,28,2025-06-19,9,3123.66
Adidas Tiro Pants,Adidas,Apparel,South,26,2024-03-09,4,891.79
Nike Training Bag,Nike,Equipment,West,71,2024-04-16,16,4620.76
Adidas Tiro Pants,Adidas,Apparel,South,39,2025-09-08,14,6018.46
Adidas Ultraboost,Adidas,Footwear,South,22,2023-02-15,6,1771.64
Adidas Superstar,Adidas,Footwear,Central,82,2023-10-03,9,421.54
Nike Pegasus,Nike,Footwear,Central,93,2024-01-04,10,5079.37
UA Rival Fleece Hoodie,Under Armour,Apparel,South,35,2023-06-25,6,2617.83
Adidas Superstar,Adidas,Footwear,West,80,2024-03-25,6,2769.77
Reebok Classic Leather,Reebok,Footwear,East,46,2025-11-12,20,12030.95
Reebok Joggers,Reebok,Apparel,South,33,2023-05-21,1,83.46
Reebok Yoga Mat,Reebok,Equipment,Central,97,2024-02-19,20,9584.72
Nike Dunk,Nike,Footwear,South,36,2023-07-17,18,7943.78
UA Rival Fleece Hoodie,Under Armour,Apparel,North,3,2025-10-27,20,8749.22
Reebok Yoga Mat,Reebok,Equipment,West,77,2023-01-03,2,395.56
UA Rival Fleece Hoodie,Under Armour,Apparel,West,68,2025-12-21,13,6742.87
Nike Socks Pack,Nike,Accessories,Central,99,2024-12-18,9,2320.83
Puma Logo Tee,Puma,Apparel,South,23,2025-09-04,18,7188.02
Nike Air Max,Nike,Footwear,East,47,2025-04-16,1,468.51
Nike Air Max,Nike,Footwear,North,17,2025-12-06,7,1820.13
Nike Socks Pack,Nike,Accessories,West,72,2024-10-08,19,2060.32
UA HOVR Phantom,Under Armour,Footwear,East,58,2024-06-03,20,6693.96
Reebok Yoga Mat,Reebok,Equipment,West,67,2024-07-18,18,5899.71
UA Rival Fleece Hoodie,Under Armour,Apparel,South,32,2025-09-15,10,1843.57
Nike Training Bag,Nike,Equipment,West,65,2024-12-06,15,6536.9
UA Duffel Bag,Under Armour,Equipment,North,7,2023-11-28,11,2334.96
Nike Air Max,Nike,Footwear,South,33,2023-04-17,5,2030.49
Nike Cap,Nike,Accessories,Central,94,2025-08-23,8,527.89
Nike Dunk,Nike,Footwear,North,20,2025-01-29,13,6215.1
Nike Dri-FIT Tee,Nike,Apparel,East,60,2025-12-03,6,3696.76
Adidas Headband,Adidas,Accessories,West,61,2025-10-09,17,9464.82
UA Duffel Bag,Under Armour,Equipment,South,22,2024-08-08,8,2461.83
Puma RS-X,Puma,Footwear,North,12,2023-12-14,6,2006.46
Reebok Nano X,Reebok,Footwear,East,53,2023-06-27,13,4438.69
Nike Pro Shorts,Nike,Apparel,Central,81,2024-02-15,18,9546.95
Reebok Nano X,Reebok,Footwear,Central,99,2024-08-05,9,1933.26
UA HeatGear Tee,Under Armour,Apparel,Central,87,2024-04-08,19,10187.84
Reebok Yoga Mat,Reebok,Equipment,East,46,2023-01-10,18,4733.9
Reebok Classic Leather,Reebok,Footwear,Central,90,2023-05-29,17,8067.65
Puma Suede Classic,Puma,Footwear,Central,99,2024-06-11,13,5280.52
UA HeatGear Tee,Under Armour,Apparel,South,31,2025-09-17,19,8574.99
Puma Suede Classic,Puma,Footwear,West,64,2023-02-26,8,419.41
Reebok Nano X,Reebok,Footwear,East,54,2024-04-15,1,308.11
Nike Cap,Nike,Accessories,South,30,2024-06-23,11,2675.31
UA Rival Fleece Hoodie,Under Armour,Apparel,Central,86,2023-06-05,7,1194.61
UA Sport Mask,Under Armour,Accessories,South,27,2024-07-05,8,3439.09
Adidas Gym Ball,Adidas,Equipment,East,47,2024-05-10,8,1079.42
Nike Training Bag,Nike,Equipment,South,24,2024-12-30,16,8495.1
UA Rival Fleece Hoodie,Under Armour,Apparel,Central,82,2023-01-14,11,2179.92
UA Sport Mask,Under Armour,Accessories,Central,89,2025-10-05,17,2381.9
Adidas Ultraboost,Adidas,Footwear,West,68,2024-07-27,14,740.46
UA Duffel Bag,Under Armour,Equipment,Central,82,2025-09-06,6,1456.25
UA HeatGear Tee,Under Armour,Apparel,North,17,2025-07-25,1,222.97
Nike Socks Pack,Nike,Accessories,South,33,2023-01-25,20,3524.19
Puma Suede Classic,Puma,Footwear,South,38,2024-06-15,16,2462.41
UA Sport Mask,Under Armour,Accessories,East,46,2024-12-03,14,3598.23
Puma Track Jacket,Puma,Apparel,East,53,2025-02-01,19,5837.84
Nike Socks Pack,Nike,Accessories,Central,88,2023-09-26,8,2927.93
Adidas Superstar,Adidas,Footwear,West,67,2025-06-04,5,2626.12
Reebok Yoga Mat,Reebok,Equipment,North,6,2025-08-26,17,5741.73
Puma Beanie,Puma,Accessories,East,56,2025-12-29,19,3469.55
Adidas Tiro Pants,Adidas,Apparel,West,64,2023-04-08,9,439.36
Reebok Classic Leather,Reebok,Footwear,North,15,2025-09-02,12,2257.15
Reebok Yoga Mat,Reebok,Equipment,East,41,2024-06-11,20,1798.46
Adidas Essentials Tee,Adidas,Apparel,Central,99,2024-02-12,10,5636.14
UA Sport Mask,Under Armour,Accessories,East,57,2024-12-28,15,6759.88
Puma Logo Tee,Puma,Apparel,West,80,2023-06-10,5,1213.0
Reebok Wristband,Reebok,Accessories,East,54,2023-12-10,3,1282.42
Adidas Gym Ball,Adidas,Equipment,South,31,2023-06-12,10,1704.71
Puma Track Jacket,Puma,Apparel,Central,93,2024-07-01,12,6156.07
Adidas Tiro Pants,Adidas,Apparel,West,74,2025-12-02,1,140.74
Nike Cap,Nike,Accessories,South,29,2023-09-14,13,1573.97
UA Rival Fleece Hoodie,Under Armour,Apparel,North,3,2023-07-30,1,283.25
Nike Socks Pack,Nike,Accessories,Central,83,2025-03-24,5,948.85
Adidas Gym Ball,Adidas,Equipment,West,70,2023-06-22,10,1387.5
Adidas Tiro Pants,Adidas,Apparel,South,25,2025-06-26,12,525.94
Puma Track Jacket,Puma,Apparel,West,75,2024-10-28,5,1628.98
UA HeatGear Tee,Under Armour,Apparel,Central,100,2023-12-29,19,6135.15
Puma Beanie,Puma,Accessories,Central,98,2025-06-09,16,9490.69
Puma Beanie,Puma,Accessories,North,15,2024-04-10,9,2024.21
Nike Air Max,Nike,Footwear,East,41,2023-11-15,5,1355.96
Nike Air Max,Nike,Footwear,East,56,2024-12-05,16,6442.38
UA HOVR Phantom,Under Armour,Footwear,East,41,2025-09-04,20,10478.6
Reebok CrossFit Tee,Reebok,Apparel,North,18,2024-04-18,18,2287.64
Adidas Tiro Pants,Adidas,Apparel,West,68,2025-06-14,13,6137.58
Nike Cap,Nike,Accessories,South,29,2025-02-13,8,2315.82
Puma Logo Tee,Puma,Apparel,Central,89,2025-11-24,18,7751.47
Nike Pro Shorts,Nike,Apparel,West,67,2024-07-04,10,1236.89
UA Charged Assert,Under Armour,Footwear,West,80,2023-08-15,20,3012.49
Nike Pegasus,Nike,Footwear,South,31,2025-10-04,18,2176.94
Puma Logo Tee,Puma,Apparel,South,24,2023-02-15,15,2238.2
Adidas Superstar,Adidas,Footwear,South,23,2023-01-17,7,189.48
UA Sport Mask,Under Armour,Accessories,West,70,2024-12-01,15,8608.14
Adidas Superstar,Adidas,Footwear,East,43,2023-03-06,13,609.68
Adidas Essentials Tee,Adidas,Apparel,Central,96,2023-05-27,9,1010.27
Puma RS-X,Puma,Footwear,North,4,2025-02-20,15,3991.71
UA HeatGear Tee,Under Armour,Apparel,North,7,2024-05-21,4,1715.59
Reebok Joggers,Reebok,Apparel,South,36,2025-12-03,10,4512.2
Nike Training Bag,Nike,Equipment,South,22,2024-10-23,10,1628.29
Adidas Water Bottle,Adidas,Accessories,East,42,2024-02-11,8,4481.98
Adidas Tiro Pants,Adidas,Apparel,East,41,2025-06-08,19,9912.29
Nike Air Max,Nike,Footwear,West,68,2023-09-03,19,9215.77
Reebok CrossFit Tee,Reebok,Apparel,Central,85,2025-08-31,8,4055.82
Reebok Classic Leather,Reebok,Footwear,West,63,2023-11-19,2,933.61
Nike Socks Pack,Nike,Accessories,East,45,2023-05-03,8,643.18
UA Charged Assert,Under Armour,Footwear,Central,92,2024-10-10,1,427.72
Puma Suede Classic,Puma,Footwear,East,45,2025-02-12,16,9388.25
UA Sport Mask,Under Armour,Accessories,Central,90,2025-06-15,6,866.52
Puma Track Jacket,Puma,Apparel,East,55,2024-12-13,20,10038.99
Adidas Superstar,Adidas,Footwear,North,17,2023-11-25,9,2121.34
UA Duffel Bag,Under Armour,Equipment,West,61,2025-01-21,6,1575.14
Puma RS-X,Puma,Footwear,Central,92,2023-02-08,3,521.8
UA Sport Mask,Under Armour,Accessories,South,37,2025-03-04,5,2519.09
Puma Resistance Band Set,Puma,Equipment,East,54,2024-08-02,17,1427.6
Adidas Essentials Tee,Adidas,Apparel,North,5,2023-05-17,7,3074.94
Nike Socks Pack,Nike,Accessories,West,67,2023-08-08,13,458.54
Puma Suede Classic,Puma,Footwear,Central,100,2025-09-30,8,453.04
UA Sport Mask,Under Armour,Accessories,North,7,2023-05-26,3,1396.9
Reebok Yoga Mat,Reebok,Equipment,North,12,2025-08-16,2,1077.89
Nike Pro Shorts,Nike,Apparel,Central,82,2024-06-28,3,1450.86
Nike Socks Pack,Nike,Accessories,Central,84,2024-03-18,18,7619.31
Puma RS-X,Puma,Footwear,South,27,2025-02-28,6,2290.18
Reebok Nano X,Reebok,Footwear,North,19,2025-04-30,14,6256.37
Reebok Wristband,Reebok,Accessories,South,26,2023-08-02,6,1573.52
Reebok Nano X,Reebok,Footwear,Central,95,2025-12-29,18,10604.71
UA HOVR Phantom,Under Armour,Footwear,East,54,2024-10-26,11,5269.41
Adidas Water Bottle,Adidas,Accessories,Central,98,2024-05-07,18,4140.63
UA Charged Assert,Under Armour,Footwear,East,55,2024-06-04,1,552.82
Nike Pegasus,Nike,Footwear,East,60,2023-03-12,10,2684.52
Adidas Water Bottle,Adidas,Accessories,East,48,2023-01-14,1,430.75
Adidas Superstar,Adidas,Footwear,Central,97,2024-07-19,15,1125.7
Puma Suede Classic,Puma,Footwear,South,25,2024-12-29,19,4286.97
Puma Beanie,Puma,Accessories,South,29,2024-05-26,13,958.51
UA Rival Fleece Hoodie,Under Armour,Apparel,North,11,2024-03-21,19,2250.4
Nike Dunk,Nike,Footwear,Central,90,2023-07-15,19,7044.8
Reebok Classic Leather,Reebok,Footwear,North,2,2025-02-20,14,3403.52
Nike Air Max,Nike,Footwear,North,8,2025-05-03,13,5480.09
Nike Dunk,Nike,Footwear,East,57,2023-04-21,19,3292.17
Adidas Gym Ball,Adidas,Equipment,East,57,2023-11-03,13,1215.95
UA Duffel Bag,Under Armour,Equipment,Central,99,2025-07-01,14,1150.96
Adidas Ultraboost,Adidas,Footwear,West,65,2024-08-16,16,3337.04
Puma Suede Classic,Puma,Footwear,Central,93,2023-04-11,17,1034.24
UA Rival Fleece Hoodie,Under Armour,Apparel,South,25,2025-06-08,16,6000.01
Puma RS-X,Puma,Footwear,Central,87,2025-03-20,9,1594.84
Nike Cap,Nike,Accessories,East,59,2025-05-30,14,1347.06
Adidas Headband,Adidas,Accessories,East,52,2025-05-17,20,4522.81
Reebok Nano X,Reebok,Footwear,East,46,2023-02-19,15,4736.79
Adidas Gym Ball,Adidas,Equipment,West,62,2023-10-26,12,1390.19
Nike Dri-FIT Tee,Nike,Apparel,North,4,2023-11-16,20,2733.26
Reebok Classic Leather,Reebok,Footwear,East,41,2023-10-30,4,1412.09
Nike Pegasus,Nike,Footwear,West,76,2024-09-16,18,3711.53
Puma Suede Classic,Puma,Footwear,South,38,2024-03-09,20,6518.75
Nike Dunk,Nike,Footwear,North,13,2023-10-17,2,285.24
Puma Track Jacket,Puma,Apparel,South,40,2024-08-04,1,52.3
Reebok CrossFit Tee,Reebok,Apparel,West,69,2023-05-17,1,434.86
Reebok Joggers,Reebok,Apparel,West,68,2024-08-22,4,1214.86
Nike Cap,Nike,Accessories,West,80,2024-10-08,17,2140.34
Nike Dunk,Nike,Footwear,Central,81,2025-07-26,17,3066.34
Reebok Wristband,Reebok,Accessories,East,56,2024-09-16,1,433.9
Puma Beanie,Puma,Accessories,East,52,2024-12-11,17,2607.55
Reebok Joggers,Reebok,Apparel,North,9,2024-07-18,1,514.5
Reebok Classic Leather,Reebok,Footwear,South,25,2024-07-27,5,2591.2
Adidas Gym Ball,Adidas,Equipment,West,77,2023-06-29,19,4186.08
Reebok Classic Leather,Reebok,Footwear,West,70,2023-11-09,5,1178.01
Adidas Headband,Adidas,Accessories,South,39,2024-02-28,10,4991.48
Adidas Superstar,Adidas,Footwear,South,34,2025-12-08,19,8274.28
Nike Training Bag,Nike,Equipment,East,43,2023-11-20,5,541.92
Reebok Yoga Mat,Reebok,Equipment,East,54,2023-03-02,9,1490.46
Adidas Ultraboost,Adidas,Footwear,South,24,2023-11-08,20,2173.57
Adidas Gym Ball,Adidas,Equipment,Central,99,2024-06-30,8,2817.53
UA Rival Fleece Hoodie,Under Armour,Apparel,East,43,2023-02-23,20,1687.23
Reebok Joggers,Reebok,Apparel,East,46,2025-08-18,5,1663.31
Nike Dunk,Nike,Footwear,South,28,2023-12-02,1,216.12
Adidas Headband,Adidas,Accessories,West,68,2024-07-06,3,1323.88
UA Sport Mask,Under Armour,Accessories,West,80,2023-12-29,15,5252.61
Nike Dunk,Nike,Footwear,West,73,2024-05-20,13,4661.51
Nike Dunk,Nike,Footwear,West,80,2024-10-02,15,4655.97
Reebok Wristband,Reebok,Accessories,North,8,2025-07-24,2,1279.82
Adidas Headband,Adidas,Accessories,Central,82,2025-03-04,13,2700.05
Adidas Tiro Pants,Adidas,Apparel,East,55,2024-09-15,20,5123.98
UA HeatGear Tee,Under Armour,Apparel,Central,85,2023-04-22,15,6275.23
Adidas Essentials Tee,Adidas,Apparel,Central,84,2023-07-05,18,7088.24
Puma Resistance Band Set,Puma,Equipment,West,74,2023-10-05,6,1418.55
UA HeatGear Tee,Under Armour,Apparel,Central,87,2025-07-18,11,904.99
Nike Training Bag,Nike,Equipment,North,3,2023-12-02,12,4307.87
UA Duffel Bag,Under Armour,Equipment,Central,93,2023-06-24,6,1882.77
Nike Dunk,Nike,Footwear,Central,93,2025-02-14,11,5559.34
Adidas Essentials Tee,Adidas,Apparel,South,25,2023-11-04,2,778.39
UA Charged Assert,Under Armour,Footwear,East,50,2025-05-09,6,1237.19
Nike Air Max,Nike,Footwear,South,27,2023-08-29,9,2869.46
UA Sport Mask,Under Armour,Accessories,West,76,2023-01-26,1,280.88
UA Rival Fleece Hoodie,Under Armour,Apparel,South,27,2025-10-07,15,4636.99
Nike Air Max,Nike,Footwear,Central,100,2023-06-12,18,2474.32
Adidas Water Bottle,Adidas,Accessories,Central,98,2024-07-23,5,250.02
Adidas Superstar,Adidas,Footwear,East,42,2023-04-23,19,8166.92
Nike Dri-FIT Tee,Nike,Apparel,East,43,2024-09-03,6,498.64
Adidas Essentials Tee,Adidas,Apparel,East,60,2023-11-27,19,9192.59
Puma Beanie,Puma,Accessories,North,3,2025-01-07,13,2956.73
Nike Pro Shorts,Nike,Apparel,West,78,2023-05-19,5,802.8
Reebok Yoga Mat,Reebok,Equipment,East,51,2023-09-07,7,1902.81
Nike Cap,Nike,Accessories,North,19,2023-04-30,20,5043.16
Puma Resistance Band Set,Puma,Equipment,West,80,2024-08-11,19,3160.31
UA Sport Mask,Under Armour,Accessories,South,40,2024-12-25,16,4958.04
Adidas Gym Ball,Adidas,Equipment,South,40,2025-10-05,7,3277.11
UA HeatGear Tee,Under Armour,Apparel,North,1,2023-01-04,4,1280.88
Reebok Yoga Mat,Reebok,Equipment,Central,94,2024-02-29,12,577.34
Puma Logo Tee,Puma,Apparel,North,7,2024-03-10,3,490.32
Puma Resistance Band Set,Puma,Equipment,East,57,2024-09-22,4,1785.61
Nike Pegasus,Nike,Footwear,East,53,2024-11-13,7,3376.01
UA Rival Fleece Hoodie,Under Armour,Apparel,East,56,2024-11-07,5,2315.42
Reebok Classic Leather,Reebok,Footwear,South,35,2025-09-13,14,4404.14
Puma Resistance Band Set,Puma,Equipment,Central,90,2023-04-25,1,286.49
Reebok Nano X,Reebok,Footwear,Central,91,2024-03-02,5,297.75
Reebok Joggers,Reebok,Apparel,North,11,2024-07-28,6,2213.0
Nike Training Bag,Nike,Equipment,South,40,2025-03-08,10,5655.06
Reebok Yoga Mat,Reebok,Equipment,North,9,2024-10-06,8,567.3
Adidas Water Bottle,Adidas,Accessories,West,70,2025-01-31,6,2121.98
Adidas Headband,Adidas,Accessories,East,42,2023-08-18,15,6876.15
UA Duffel Bag,Under Armour,Equipment,North,16,2025-11-02,11,1343.59
Puma Resistance Band Set,Puma,Equipment,Central,90,2025-09-17,4,461.66
Nike Dunk,Nike,Footwear,South,27,2025-11-23,17,5314.98
Nike Dunk,Nike,Footwear,North,10,2023-08-26,20,6995.7
Nike Dunk,Nike,Footwear,East,55,2023-06-28,10,694.89
Adidas Water Bottle,Adidas,Accessories,Central,90,2023-02-16,7,1218.16
Puma Resistance Band Set,Puma,Equipment,East,58,2024-08-09,4,1798.31
Puma Track Jacket,Puma,Apparel,South,26,2024-07-12,20,1723.64
Reebok Nano X,Reebok,Footwear,North,7,2025-11-18,9,3319.24
Puma RS-X,Puma,Footwear,East,59,2023-10-17,10,1022.12
Nike Dri-FIT Tee,Nike,Apparel,Central,95,2024-11-24,16,1516.81
Nike Dri-FIT Tee,Nike,Apparel,North,13,2023-04-14,13,797.39
UA Charged Assert,Under Armour,Footwear,Central,99,2024-01-02,10,3632.06
Nike Cap,Nike,Accessories,South,38,2024-11-11,15,8407.09
Nike Socks Pack,Nike,Accessories,North,15,2023-09-27,15,3580.21
Adidas Superstar,Adidas,Footwear,South,28,2025-08-21,20,11266.48
Adidas Essentials Tee,Adidas,Apparel,East,53,2024-06-12,11,4501.06
Nike Pegasus,Nike,Footwear,West,76,2024-10-27,4,236.33
Adidas Tiro Pants,Adidas,Apparel,West,75,2024-12-20,12,2145.67
Reebok Wristband,Reebok,Accessories,Central,84,2023-09-18,4,1649.7
Puma Beanie,Puma,Accessories,Central,83,2024-10-29,13,4121.98
Puma RS-X,Puma,Footwear,South,40,2025-04-26,16,5886.72
Adidas Water Bottle,Adidas,Accessories,North,11,2025-02-25,19,10143.78
Reebok Classic Leather,Reebok,Footwear,West,79,2025-06-01,8,2926.28
UA Sport Mask,Under Armour,Accessories,North,19,2023-12-21,20,1497.5
Nike Socks Pack,Nike,Accessories,East,58,2025-08-06,6,3233.65
Nike Socks Pack,Nike,Accessories,West,63,2024-09-22,20,8028.02
Nike Dri-FIT Tee,Nike,Apparel,East,56,2025-02-15,5,412.46
UA Charged Assert,Under Armour,Footwear,South,25,2023-01-01,13,3575.04
Puma Resistance Band Set,Puma,Equipment,South,27,2025-07-04,10,2130.35
Nike Air Max,Nike,Footwear,East,43,2025-06-09,17,6928.69
Nike Dri-FIT Tee,Nike,Apparel,South,30,2025-04-07,18,4615.11
Reebok Nano X,Reebok,Footwear,North,18,2023-04-19,10,726.55
Reebok Wristband,Reebok,Accessories,South,34,2023-03-05,13,4161.34
Adidas Water Bottle,Adidas,Accessories,West,74,2025-04-11,16,7030.28
Reebok Joggers,Reebok,Apparel,South,38,2023-10-12,12,5097.57
Adidas Ultraboost,Adidas,Footwear,South,30,2025-05-04,3,329.37
UA HOVR Phantom,Under Armour,Footwear,South,36,2023-02-02,5,2439.94
UA HeatGear Tee,Under Armour,Apparel,South,34,2023-06-23,20,8978.39
UA HeatGear Tee,Under Armour,Apparel,Central,86,2025-05-21,18,6189.75
Adidas Gym Ball,Adidas,Equipment,West,72,2025-07-10,20,2838.67
Puma RS-X,Puma,Footwear,Central,96,2023-01-16,9,3256.4
Reebok CrossFit Tee,Reebok,Apparel,Central,99,2025-04-21,2,93.76
UA Rival Fleece Hoodie,Under Armour,Apparel,East,44,2025-09-16,3,1878.37
UA HeatGear Tee,Under Armour,Apparel,Central,89,2023-10-18,17,4558.31
Nike Pro Shorts,Nike,Apparel,South,36,2023-07-01,18,6270.4
Reebok Classic Leather,Reebok,Footwear,Central,82,2024-10-01,1,318.34
UA Rival Fleece Hoodie,Under Armour,Apparel,West,77,2025-08-18,11,4225.7
Puma Logo Tee,Puma,Apparel,East,50,2025-05-12,20,2610.5
Nike Dri-FIT Tee,Nike,Apparel,Central,89,2024-09-14,19,7037.1
Puma Logo Tee,Puma,Apparel,Central,82,2023-12-13,20,8165.4
Nike Cap,Nike,Accessories,East,56,2023-02-25,3,242.62
Puma Track Jacket,Puma,Apparel,East,45,2024-07-23,9,1574.28
Adidas Essentials Tee,Adidas,Apparel,North,20,2023-01-30,5,2284.32
Puma Suede Classic,Puma,Footwear,East,46,2025-07-03,8,4114.38
Nike Dunk,Nike,Footwear,South,37,2025-09-20,3,719.81
UA Sport Mask,Under Armour,Accessories,Central,85,2023-10-25,14,5338.56
Adidas Tiro Pants,Adidas,Apparel,South,35,2025-02-23,12,1890.9
Nike Dri-FIT Tee,Nike,Apparel,East,44,2023-04-22,13,1305.83
Adidas Gym Ball,Adidas,Equipment,East,56,2025-09-02,13,3418.94
UA HOVR Phantom,Under Armour,Footwear,East,45,2025-08-29,15,501.04
Nike Dunk,Nike,Footwear,East,57,2025-02-21,18,1561.6
Puma Track Jacket,Puma,Apparel,West,80,2024-12-25,9,1871.12
Reebok Wristband,Reebok,Accessories,East,59,2023-07-21,8,1930.66
Adidas Essentials Tee,Adidas,Apparel,Central,91,2024-02-04,1,195.92
Reebok Yoga Mat,Reebok,Equipment,North,1,2023-01-18,4,267.58
Puma Logo Tee,Puma,Apparel,East,48,2025-07-02,2,366.37
Nike Dri-FIT Tee,Nike,Apparel,Central,83,2023-02-18,7,3293.38
Adidas Ultraboost,Adidas,Footwear,North,3,2023-09-07,19,3808.74
Puma Suede Classic,Puma,Footwear,North,6,2024-01-14,3,556.81
Puma Resistance Band Set,Puma,Equipment,East,54,2025-07-17,3,559.73
Reebok Joggers,Reebok,Apparel,North,13,2024-07-21,2,413.25
UA Charged Assert,Under Armour,Footwear,East,46,2024-06-12,7,429.16
Nike Socks Pack,Nike,Accessories,South,36,2025-03-15,14,1620.87
UA Charged Assert,Under Armour,Footwear,Central,84,2024-03-23,4,1671.6
Puma Suede Classic,Puma,Footwear,North,3,2023-03-13,1,393.07
Nike Dunk,Nike,Footwear,South,21,2025-10-16,9,3966.43
Nike Air Max,Nike,Footwear,East,53,2023-11-07,16,4278.14
Nike Pro Shorts,Nike,Apparel,West,73,2025-09-06,1,363.04
Reebok Nano X,Reebok,Footwear,West,64,2025-02-26,10,2340.66
Reebok CrossFit Tee,Reebok,Apparel,North,3,2025-03-31,11,3955.67
Adidas Headband,Adidas,Accessories,West,70,2023-06-14,2,209.55
Reebok Joggers,Reebok,Apparel,South,30,2025-02-25,12,7024.7
Adidas Headband,Adidas,Accessories,North,15,2025-09-23,7,793.27
UA Sport Mask,Under Armour,Accessories,Central,88,2023-02-21,18,3718.95
UA Charged Assert,Under Armour,Footwear,West,78,2024-09-22,1,556.55
Reebok Classic Leather,Reebok,Footwear,East,42,2023-03-17,2,796.27
UA HeatGear Tee,Under Armour,Apparel,North,7,2025-04-10,18,11027.09
Nike Pro Shorts,Nike,Apparel,Central,88,2023-11-02,5,188.51
Nike Dunk,Nike,Footwear,North,16,2025-09-28,5,887.17
Puma Beanie,Puma,Accessories,South,22,2023-01-30,4,1655.82
Nike Pro Shorts,Nike,Apparel,Central,86,2025-07-23,4,2145.23
Adidas Gym Ball,Adidas,Equipment,West,80,2023-08-22,7,352.05
Puma Resistance Band Set,Puma,Equipment,East,53,2025-05-22,19,1926.23
Nike Dunk,Nike,Footwear,East,47,2023-10-09,11,3351.49
Adidas Superstar,Adidas,Footwear,North,9,2023-05-10,6,2301.74
UA Charged Assert,Under Armour,Footwear,Central,86,2025-01-27,19,3382.65
Reebok Joggers,Reebok,Apparel,South,24,2023-03-25,1,393.28
Nike Air Max,Nike,Footwear,North,1,2025-09-24,3,413.86
Adidas Ultraboost,Adidas,Footwear,West,76,2024-08-04,9,1231.2
Puma RS-X,Puma,Footwear,West,74,2025-12-07,20,12227.36
UA Sport Mask,Under Armour,Accessories,Central,86,2023-03-19,3,941.35
Nike Air Max,Nike,Footwear,East,54,2024-09-08,7,2315.99
Reebok CrossFit Tee,Reebok,Apparel,Central,84,2023-08-29,18,7814.0
Adidas Water Bottle,Adidas,Accessories,South,35,2025-11-05,7,1389.43
UA Sport Mask,Under Armour,Accessories,South,36,2023-08-19,2,209.27
Adidas Water Bottle,Adidas,Accessories,East,50,2023-04-21,11,2515.07
Nike Dri-FIT Tee,Nike,Apparel,North,4,2025-07-17,6,3618.68
UA Duffel Bag,Under Armour,Equipment,North,16,2023-11-20,8,605.69
Puma Resistance Band Set,Puma,Equipment,Central,99,2025-06-29,11,3162.47
Adidas Gym Ball,Adidas,Equipment,North,11,2024-04-16,14,1079.84
Nike Pro Shorts,Nike,Apparel,West,68,2024-02-14,16,4527.79
Adidas Water Bottle,Adidas,Accessories,West,65,2023-04-22,15,6980.79
Adidas Ultraboost,Adidas,Footwear,West,72,2023-12-31,7,1678.01
Reebok Classic Leather,Reebok,Footwear,East,47,2025-01-04,19,2002.22
Nike Training Bag,Nike,Equipment,East,45,2023-05-03,15,6431.89
Adidas Gym Ball,Adidas,Equipment,South,31,2025-05-06,20,11582.38
Adidas Gym Ball,Adidas,Equipment,Central,86,2023-11-18,17,1045.63
UA Rival Fleece Hoodie,Under Armour,Apparel,South,39,2025-09-28,9,4934.53
Puma RS-X,Puma,Footwear,West,68,2023-01-30,19,3364.94
Nike Air Max,Nike,Footwear,Central,85,2024-03-31,2,507.22
Nike Dunk,Nike,Footwear,West,77,2023-03-24,13,2916.35
UA Sport Mask,Under Armour,Accessories,North,15,2025-09-08,18,3169.43
Adidas Ultraboost,Adidas,Footwear,West,67,2023-01-26,8,1536.28
Puma Beanie,Puma,Accessories,North,16,2023-07-05,15,1464.98
Adidas Ultraboost,Adidas,Footwear,West,75,2023-02-19,13,5715.0
Nike Air Max,Nike,Footwear,East,55,2024-01-14,3,1493.79
Nike Dunk,Nike,Footwear,East,57,2025-02-27,9,1899.65
Reebok Classic Leather,Reebok,Footwear,North,20,2024-02-29,2,858.28
Nike Training Bag,Nike,Equipment,East,42,2025-11-20,15,3974.46
Adidas Essentials Tee,Adidas,Apparel,East,52,2023-03-25,3,993.37
Puma RS-X,Puma,Footwear,South,31,2024-02-24,16,5134.05
Reebok Nano X,Reebok,Footwear,South,31,2024-03-05,17,8817.2
Nike Pro Shorts,Nike,Apparel,East,42,2025-05-16,15,3879.54
Nike Training Bag,Nike,Equipment,Central,97,2025-09-22,18,5748.88
Reebok CrossFit Tee,Reebok,Apparel,East,55,2025-12-27,3,1575.42
Nike Cap,Nike,Accessories,West,63,2024-01-21,6,1431.94
Adidas Tiro Pants,Adidas,Apparel,North,4,2024-08-13,5,876.6
Nike Pegasus,Nike,Footwear,South,27,2025-10-13,18,3760.88
Reebok Yoga Mat,Reebok,Equipment,West,72,2023-09-28,1,233.05
Nike Pegasus,Nike,Footwear,South,23,2024-08-20,8,4033.84
Reebok Classic Leather,Reebok,Footwear,East,54,2025-11-30,11,4787.14
UA Charged Assert,Under Armour,Footwear,Central,97,2025-09-22,19,5924.13
Puma Suede Classic,Puma,Footwear,East,46,2023-09-28,12,1546.26
Reebok Nano X,Reebok,Footwear,North,5,2024-08-13,6,1079.87
Adidas Essentials Tee,Adidas,Apparel,Central,90,2023-11-26,5,2435.69
Nike Dunk,Nike,Footwear,South,24,2023-11-27,19,9443.21
Reebok CrossFit Tee,Reebok,Apparel,West,69,2023-09-17,18,1954.05
